id,MSISID,LEVEL,URL,geometry_wkt
1,5154-NH-GDS-0012,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-GDS-0012.pdf,"LINESTRING (121.62252146682717 25.089166369731416, 121.62252610772417 25.089168589178385, 121.62253062721649 25.08917032614184, 121.62253514670896 25.089172063105146, 121.62254370966775 25.089174523389758, 121.62255227262682 25.08917698367385, 121.62255998444824 25.08917874786654, 121.62256769626987 25.0891805120588, 121.62257399654816 25.08918152383007, 121.6225802968265 25.089182535601097, 121.62258290010563 25.089182723290772, 121.62258550338477 25.08918291098039, 121.62258944232678 25.08918256944671, 121.6225933812688 25.089182227912897, 121.62259592901911 25.08918221722151, 121.62259847676935 25.08918220653008, 121.62260331854121 25.08918102161244, 121.62260816031298 25.089179836694623, 121.62261108918194 25.08917873654137, 121.62261401805084 25.08917763638805, 121.62262051282879 25.089174963956946, 121.62262700760648 25.089172291525546, 121.62263438413025 25.089168527531257, 121.62264176065358 25.08916476353658, 121.62264632521283 25.08915875436708, 121.6226508897716 25.08915274519746, 121.62265697350439 25.08914524907601, 121.62266305723641 25.089137752954308, 121.62266671558292 25.089129960062774, 121.62267009366101 25.08912276418897, 121.62267315210512 25.089115777298307, 121.62268052155818 25.08909882737334)"
2,5154-NH-GDS-0013,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-GDS-0013.pdf,"LINESTRING (121.62267367200037 25.089056274751965, 121.62268064523236 25.089034522903052, 121.62269061674628 25.089007186880355, 121.62269849849625 25.088986693135357, 121.62270409391368 25.08897169077561, 121.62271126951265 25.088954513061285, 121.62271899440086 25.08893602039414, 121.62272105403243 25.088932812405915)"
3,5154-NH-GDS-0014,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-GDS-0014.pdf,"LINESTRING (121.62223244651042 25.08909360627075, 121.62224464605748 25.089105625792865, 121.62225393422126 25.089114760052116, 121.62227456139445 25.089129151931157, 121.62228547667772 25.089136764174338)"
4,5154-NH-GDS-0015,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-GDS-0015.pdf,"LINESTRING (121.62089064303017 25.092878832367344, 121.62090377615954 25.092882198973843, 121.62091921370708 25.09288545211305, 121.62093465125541 25.092888705250648, 121.62095014080093 25.092891457120537, 121.62096548416002 25.09289372660807, 121.62098082751965 25.092895996094015, 121.62099644116033 25.092897799510084, 121.62101205480144 25.092899602924525, 121.6210278783295 25.092900759963836, 121.6210437018578 25.092901917001452, 121.6210598548528 25.092902549039852, 121.6210760078479 25.09290318107651, 121.62108155791735 25.092903330130987)"
5,5154-NH-GDS-0016,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-GDS-0016.pdf,"LINESTRING (121.62053824602444 25.092827213705956, 121.6205498626517 25.092831913860795, 121.62057176526571 25.092840317493334, 121.62059366788272 25.092848721122554, 121.62060971710874 25.092854332531218, 121.62062576633618 25.092859943938116, 121.62063704040555 25.09286327320639, 121.6206483144755 25.09286660247381, 121.62065701924347 25.09286863344426, 121.6206657240117 25.09287066441422, 121.62068165162104 25.09287378462339, 121.6206969521611 25.09287641092003, 121.62071177511194 25.09287869615318, 121.62071882449864 25.092879752322872)"
6,5154-NH-GSW-0001,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-GSW-0001.pdf,"LINESTRING (121.62258864230996 25.08927621923532, 121.62259333437713 25.08928561113373, 121.622598026445 25.089295003031978, 121.62260267209858 25.089305018050094, 121.62260731775291 25.089315033068015, 121.62261575591442 25.089342730189934, 121.62262639102798 25.089380801087675, 121.62263709095397 25.08941792136148, 121.62265124034992 25.089448845263483, 121.622664430805 25.089473398444156)"
7,5154-NH-GSW-0002,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-GSW-0002.pdf,"LINESTRING (121.6225049411002 25.089238566340136, 121.62252476268897 25.089238782249957, 121.62254426857285 25.089238939642573, 121.62255713947192 25.089237572074992, 121.62257001037067 25.089236204506307, 121.62257753841025 25.089234954149802, 121.62258384414369 25.089233902269502, 121.62258495251376 25.089233717812867, 121.62259847191848 25.08923146653123, 121.6225998946562 25.089231231117953, 121.62262150281468 25.089223313916627, 121.62262300016387 25.08922276528966, 121.62263610875287 25.089213515359035, 121.6226492173399 25.08920426542726, 121.62265469247286 25.089196004488365, 121.6226601676051 25.089187743549278, 121.62266468864593 25.08917019690266, 121.62266890382674 25.089153821506027, 121.62267503139142 25.08913353632302, 121.62268331630631 25.089105818154103, 121.62268578309379 25.089097201423098, 121.62268903495665 25.089085842344733)"
8,5154-NH-GSW-0003,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-GSW-0003.pdf,"LINESTRING (121.62247400350601 25.089300532204287, 121.62248496792074 25.089302185163824, 121.62248889674694 25.089302782577033, 121.62249782600773 25.089306121547715, 121.62250318314175 25.08931078455166, 121.62250856777663 25.089316964127633, 121.62251200490212 25.08932226714043)"
9,5154-NH-GSW-0004,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-GSW-0004.pdf,"LINESTRING (121.62249501807325 25.089364435522583, 121.62251402121802 25.08937201144996, 121.62252249926242 25.089376300242044, 121.62252885637905 25.089380706267807, 121.62253921861556 25.089389031653052, 121.6225513517491 25.089400554511908, 121.62255869386107 25.089407619634347, 121.62256089706574 25.089410047922865, 121.62256310027053 25.08941247621134, 121.62256652223365 25.08941870013239, 121.62257156222758 25.08943044085276, 121.6225825532235 25.089456044488074, 121.62259270205425 25.08948096856287, 121.62260285088924 25.0895058926368, 121.62260353247282 25.08951422253012)"
10,5154-NH-GSW-0005,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-GSW-0005.pdf,"LINESTRING (121.62205078298797 25.08911986688173, 121.62210773302783 25.089205611411717, 121.62186883827758 25.089202699405465)"
11,5154-NH-GSW-0006,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-GSW-0006.pdf,"LINESTRING (121.62178775119472 25.088903981018884, 121.62179025067101 25.0889472546764)"
12,5154-NH-GSW-0007,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-GSW-0007.pdf,"LINESTRING (121.62175305038535 25.088938697035537, 121.62178775119472 25.088903981018884)"
13,5154-NH-GSW-0008,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-GSW-0008.pdf,"LINESTRING (121.62129152293424 25.090754967667575, 121.62130110219182 25.09072502976164, 121.62131460097613 25.090686329883845, 121.62132475624648 25.09066089331258, 121.62133014505002 25.090648267792766, 121.62133815726126 25.090622185156644, 121.62134827759894 25.090589607357323)"
14,5154-NH-RSG-0025,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0025.pdf,"LINESTRING (121.622664430805 25.089473398444156, 121.62267431175347 25.08946736844855, 121.62268644619849 25.08945953561715, 121.62269858057245 25.089451711664378, 121.62271071489914 25.08944387868292, 121.62272284927 25.089436054728193, 121.62273498359357 25.089428221744804, 121.6227471128633 25.089420391235755, 121.6227524538573 25.089416944788084, 121.6227698418872 25.089402960706824, 121.6227809881895 25.08939400247641, 121.62279213531666 25.089385036116706, 121.62281442303029 25.089367106918807, 121.62283671394125 25.089349179739028)"
15,5154-NH-RSG-0027,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0027.pdf,"LINESTRING (121.62268953784782 25.08908409850895, 121.62270336203657 25.089040976211347, 121.62271313537953 25.089014183443158, 121.62272099075882 25.088993758256073, 121.62272648431338 25.088979029002576, 121.62273350728594 25.08896221665429, 121.62274053025659 25.08894540430568, 121.6227512909216 25.08892864397733, 121.6227620515837 25.088911883648223, 121.62278150321232 25.088885816468906, 121.62278591210155 25.08887982021744)"
16,5154-NH-RSG-0028,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0028.pdf,"LINESTRING (121.6226819248203 25.089082074539867, 121.62269578976826 25.089038825108982, 121.62270562916817 25.08901185125594, 121.6227134933377 25.088991403216216, 121.62271902084653 25.0889765829273, 121.62272609469453 25.088959648790343, 121.62273335163768 25.088942276335523, 121.6227444444458 25.08892499867756, 121.62275534084482 25.088908026932106, 121.62277492836907 25.088881777640644, 121.62277576395803 25.088880641209034)"
17,5154-NH-RSG-0029,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0029.pdf,"LINESTRING (121.62207601067726 25.089121888901964, 121.62203486154071 25.089105108886667, 121.62203397662736 25.089055168378156, 121.62204130055005 25.08905402021184, 121.62205595395089 25.089051715853994, 121.62207081228775 25.089051244319656, 121.62208465284044 25.089050803068474, 121.6221004052031 25.089052717221833, 121.62210753308949 25.08905356897625, 121.62211698787546 25.08905408906103, 121.62212988942488 25.08905492253779, 121.62214528166959 25.0890561100307, 121.62216884056024 25.089061170256556, 121.62218331364129 25.08906427921259, 121.6222080535555 25.089069596288585, 121.62223244651042 25.08909360627075)"
18,5154-NH-RSG-0030,第五類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0030.pdf,"LINESTRING (121.62219016064265 25.088996881814257, 121.62216242253571 25.089001256835893, 121.62214534477856 25.089003892374443, 121.62212940671675 25.089007434950243, 121.62211346865395 25.08901097752435, 121.62209567729671 25.089011688592105, 121.62207788593919 25.089012399657737, 121.62206985933275 25.089012063782718)"
19,5154-NH-RSG-0031,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0031.pdf,"LINESTRING (121.62134108285676 25.090800168164787, 121.62132261678202 25.09079639387013, 121.62130030531488 25.090794263672997, 121.62128721998126 25.090794798260948, 121.62127416740421 25.090797224185575, 121.62126354345408 25.09080266629892, 121.62125417099925 25.090812384363034, 121.62125056542112 25.09081985464113, 121.62124778321112 25.090824940980777, 121.62124375532211 25.090836094483397, 121.62123972011776 25.09084579942347, 121.62123730555332 25.090854759440482, 121.62123774146116 25.09086296015795, 121.62123823630895 25.090878237513113, 121.62123831723603 25.09089426396479, 121.62123880271943 25.09090768679094, 121.62124007331508 25.09092034051271, 121.62124197245343 25.090937983251024)"
20,5154-NH-RSG-0032,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0032.pdf,"LINESTRING (121.62132164281854 25.09114582863033, 121.62135775737622 25.091127289371283, 121.62141434373905 25.09109923373947, 121.6214626875365 25.091076266518, 121.62149818103953 25.091060154288897, 121.62151530277023 25.091052400204298, 121.62149273181498 25.091016618703087, 121.62147298398065 25.09098530238799, 121.62145323615653 25.090953986069948, 121.62142608273453 25.09091092673944, 121.62140869323083 25.090886227839306, 121.62146536986256 25.09085135000978)"
21,5154-NH-RSG-0033,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0033.pdf,"LINESTRING (121.62094763704917 25.091533183840227, 121.62097361572236 25.09154873807042, 121.62097721014611 25.091550890161738, 121.62101465732962 25.09156445370115, 121.62101845769304 25.091565830209287, 121.62104380925247 25.09156966563576, 121.62105843131472 25.091571889852954, 121.62106337197238 25.091572638811694, 121.62108807689312 25.091570966117956, 121.6211150152592 25.09156913644861, 121.62113186475851 25.091564508953088, 121.62114610112654 25.091560603461204, 121.62117450766907 25.091552727416488, 121.62122284046535 25.09153819775337, 121.6212435159198 25.09152645164035, 121.62126268880697 25.091515559159394, 121.62126692995398 25.091511442562044, 121.62127602666135 25.091500604033072, 121.62128786194975 25.091486502540725, 121.62130299469082 25.09145986102503, 121.62130536653162 25.091453915073036, 121.6213094567089 25.09144380943761)"
22,5154-NH-RSG-0034,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0034.pdf,"LINESTRING (121.62042076606082 25.092776849448928, 121.62044017756185 25.092785755039746, 121.62045615848211 25.09279306151851, 121.62047860718654 25.092802613938343, 121.6205010558944 25.092812166354708, 121.62052545927111 25.09282204010982, 121.62053824602444 25.092827213705956)"
23,5154-NH-RSG-0035,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0035.pdf,"LINESTRING (121.62283671394125 25.089349179739028, 121.62275073686475 25.08927694350694)"
24,5254-NH-GDS-0004,第五類,http://210.69.23.171/MSIS/PDF/5254-NH-GDS-0004.pdf,"LINESTRING (121.62304075640967 25.089694781197405, 121.62303842382781 25.08968564954101, 121.62303505814035 25.089672456901607, 121.62303043593501 25.08965433076137)"
25,5254-NH-GGR-0005,第五類,http://210.69.23.171/MSIS/PDF/5254-NH-GGR-0005.pdf,"LINESTRING (121.6230354116535 25.089697765055973, 121.62303263036334 25.089686876781766, 121.6230292643036 25.089673682681685, 121.62302464196375 25.08965555601086)"
26,5254-NH-GSW-0001,第五類,http://210.69.23.171/MSIS/PDF/5254-NH-GSW-0001.pdf,"LINESTRING (121.62288533719754 25.088720451559116, 121.62288910966116 25.08871904691531, 121.62290845179274 25.088710317538194, 121.62293509759513 25.088698296741697, 121.62295588378329 25.088688911286386, 121.62297600508734 25.088682239306085, 121.62298997813564 25.088677606765295, 121.62300926571217 25.088671211126055, 121.6230347915831 25.088662732089023)"
27,5156-NH-SOT-0001,第四類,http://210.69.23.171/MSIS/PDF/5156-NH-SOT-0001.pdf,"LINESTRING (121.61540739483375 25.101093129512016, 121.61540961071617 25.10108837943968, 121.61541540973697 25.101075907905006, 121.61542089812615 25.101063312162935, 121.61542584887515 25.101050744929843, 121.61543087270384 25.10103799218488, 121.61543589339288 25.10102524740698, 121.61544090092816 25.101012536016558, 121.61544586342484 25.100999767178603, 121.61545025266498 25.100987916723312, 121.61545513512979 25.100974734614, 121.61546140012872 25.100957819812983, 121.61547264149098 25.100921806025518, 121.61548359205757 25.100887120544613, 121.61548852170469 25.100872416370436)"
28,5154-NH-RSG-0024,第四類,http://210.69.23.171/MSIS/PDF/5154-NH-RSG-0024.pdf,"LINESTRING (121.61989703038479 25.0930182833291, 121.61991562462546 25.092999399485006, 121.61993570827156 25.09297889456515, 121.61995595450318 25.09295666000131, 121.61997278621206 25.092934918745975, 121.62000368365898 25.092892904790723)"
29,5155-NH-GSW-0001,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GSW-0001.pdf,"LINESTRING (121.62145736455386 25.095516487467545, 121.6214429893701 25.09553201547909, 121.62143355017925 25.095542479518087, 121.62142462874813 25.095553313704794, 121.62141570508489 25.09556413997596, 121.62140669179963 25.09557491042409, 121.62139780084954 25.095585772741718, 121.62138938061572 25.095596930382776, 121.62138095554445 25.09560808920001, 121.62137644247298 25.095614056910545, 121.62136646040966 25.09563169395493, 121.62135836170661 25.095645983066678, 121.62135681037026 25.095656897956157, 121.62135490127828 25.095670329939804, 121.62135347902718 25.095680336608094, 121.62135237140467 25.09568363457661, 121.6213496502654 25.095691736822957, 121.62134802630153 25.095696581092025, 121.62134582150294 25.0957031370377, 121.6213475374915 25.09570963935042, 121.62135089297702 25.095722831300616, 121.62135355620052 25.095734864776603, 121.62135547609778 25.095738106777013, 121.62135809701286 25.095740777083478, 121.62136529143514 25.09574452525861, 121.62137819400105 25.09575125116013, 121.62138894188382 25.09575685294839, 121.62139150075149 25.095757657873875, 121.62140514965823 25.09576251187206, 121.6214190356224 25.0957673586075, 121.62143292010244 25.095772202588307, 121.6214468130123 25.09577704377298, 121.62146065957113 25.095781981141652, 121.62147440487695 25.095787155167542, 121.62148815316458 25.095792317110398, 121.62150185057403 25.095797573267326, 121.62151561746605 25.095802715521614, 121.62152979839979 25.09580679303033, 121.62154397647528 25.09581087742719, 121.62154444470754 25.09581101201703)"
30,5155-NH-GSW-0002,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GSW-0002.pdf,"LINESTRING (121.62168274185089 25.09585870767827, 121.62171194675318 25.09586387412966, 121.62171687289563 25.095864752504742, 121.62184036015705 25.095889060527316, 121.6219154303589 25.09590094673356, 121.62199843283419 25.095910092130488, 121.6220214232085 25.09591217287232)"
31,5155-NH-GSW-0005,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-GSW-0005.pdf,"LINESTRING (121.62189253169583 25.095979830531196, 121.62189679004238 25.09598037239114, 121.62190307472174 25.095981172094714, 121.6219094833715 25.09598198030616, 121.62191589202132 25.095982788517333, 121.62192242464154 25.09598360523633, 121.62192908623484 25.095984439470104, 121.62193558911333 25.095985256313234, 121.62194222096485 25.09598609067111, 121.62194895207035 25.09598694718225, 121.62195568317591 25.0959878036931, 121.6219624937303 25.095988686954186, 121.6219693042848 25.095989570214968, 121.6219761695032 25.095990480329917, 121.62198303472168 25.09599139044452, 121.62198993975599 25.095992331989507, 121.62199684479036 25.095993273534166, 121.62200375489593 25.09599423762695, 121.62201066500162 25.095995201719443, 121.62201757026455 25.095996188401656, 121.62202447552758 25.09599717508353, 121.62203134127179 25.09599818901447, 121.62203820701613 25.095999202945126, 121.62204500843384 25.096000239714936, 121.62205180985167 25.096001276484444, 121.62205852709212 25.096002331662405, 121.62206524433269 25.096003386840092, 121.62207847075763 25.096005525150744, 121.62208495020006 25.096006608408466, 121.62209142964258 25.09600769166592, 121.62209777028957 25.09600877550516, 121.62210411093668 25.096009859344143, 121.6221103028742 25.096010943806522, 121.62211649481186 25.09601202826866, 121.62212298605878 25.096013183143885, 121.62213439617823 25.09601522580088, 121.62214025088124 25.096016280078786, 121.62214592199314 25.096017299014893, 121.6221515931051 25.0960183179508, 121.6221570756233 25.096019292538006, 121.62216255814157 25.096020267125027, 121.62216784710903 25.09602119738418, 121.62217313607658 25.096022127643145, 121.62219284909727 25.096025450071494, 121.62221188253643 25.09602836589744, 121.62223417426964 25.09603124256692, 121.62224738708683 25.096032649660028, 121.62226518075587 25.09603415489791, 121.62228327993172 25.0960352977362, 121.62229227442192 25.096035756537002, 121.62229668225856 25.096035950200704, 121.62230109009518 25.096036143864268, 121.62230959816111 25.09603647831416, 121.622317659824 25.096036760469016, 121.62232516612141 25.09603700884186, 121.62233199808567 25.096037223931866, 121.62234069424322 25.096037503423474, 121.62234774449772 25.096037753708515, 121.62235442807209 25.096038032615336, 121.62236130065159 25.096038437119375, 121.62236438531487 25.096038704041863)"
32,5155-NH-GSW-0006,第三類,http://210.69.23.171/MSIS/PDF/5155-NH-GSW-0006.pdf,"LINESTRING (121.6220214232085 25.09591217287232, 121.62208857434554 25.095923896611314, 121.62213700723146 25.095932407989338, 121.62217104299425 25.0959374964298, 121.62221084378704 25.095945174720026, 121.62225448092214 25.095953709291447, 121.62228455204388 25.095955946829804)"
33,5155-NH-RCR-0014,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RCR-0014.pdf,"LINESTRING (121.61617957227239 25.097257209606624, 121.61618796834235 25.097249027048402, 121.61619592402143 25.097241992862482, 121.61620098950412 25.097237891208437, 121.61620591777233 25.09723410610072, 121.61621071828789 25.097230547221105, 121.61621776699806 25.09722553002355, 121.61622929235922 25.097217614327604, 121.61623850161867 25.097211455151704, 121.6162502899266 25.097203583501205, 121.61626008667443 25.097196943404523, 121.61626513044386 25.09719345573572, 121.61627028759163 25.09718984120509, 121.61627556300698 25.09718608625046, 121.616280961579 25.097182177309655, 121.61628369289338 25.097180184337542, 121.61628647830541 25.097178105375555, 121.61629211311835 25.097173856906576, 121.61629496251925 25.09717168739956, 121.61629786601769 25.09716943190269, 121.61630076951609 25.09716717640575, 121.61630371224092 25.09716483498073, 121.61630665496567 25.097162493555643, 121.61630961715653 25.097160079826434, 121.61631257934731 25.09715766609716, 121.61631554119866 25.09715518465999, 121.61631850304992 25.097152703222765, 121.61632144477882 25.097150163187727, 121.6163243865076 25.097147623152658, 121.6163272784397 25.097145038184937, 121.61633017037167 25.09714245321714, 121.6163358150762 25.09713721163643, 121.61634356668361 25.09712960288868)"
34,5155-NH-RCR-0015,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RCR-0015.pdf,"LINESTRING (121.61637335443321 25.097094462018028, 121.6163752545484 25.097091799919685, 121.61637715466352 25.097089137821353, 121.61637898531217 25.09708646246978, 121.61638081596072 25.09708378711819, 121.61638259692575 25.0970810894033, 121.61638437789068 25.09707839168837, 121.61638612388482 25.09707563995136, 121.61638786987889 25.09707288821431, 121.61638962017393 25.097070005554833, 121.61639137046885 25.09706712289534, 121.61639314946531 25.09706403247486, 121.61639492846166 25.097060942054352, 121.61639677529554 25.097057539889366, 121.6163986221293 25.09705413772438, 121.61640058096145 25.09705033335239, 121.61640253979347 25.097046528980375, 121.6164046447801 25.097042213924638, 121.61640674976661 25.09703789886887, 121.6164090400663 25.097032973659726, 121.61641133036582 25.097028048450564, 121.61641383042424 25.097022445277176, 121.61641633048245 25.097016842103752, 121.61641905983355 25.09701050220357, 121.61642178918439 25.09700416230334, 121.61643090402713 25.096982136974074, 121.61643739114945 25.096965959101915, 121.6164407100961 25.096957580959632, 121.61644412096355 25.096948751040266, 121.61644753183053 25.096939921120825, 121.6164509659438 25.096930784156093, 121.61645440005653 25.09692164719129, 121.61645778385187 25.09691236147516, 121.61646116764675 25.096903075758952, 121.61646438008445 25.096893953359743)"
35,5155-NH-RSG-0014,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0014.pdf,"LINESTRING (121.62228455204388 25.095955946829804, 121.6223361283555 25.095958326895794, 121.62237253855021 25.095958766108456, 121.62240051323775 25.095961605493905, 121.6224434406353 25.095966158056918, 121.62247661674898 25.095970159552795, 121.62251499613261 25.095974139204777, 121.62254881067427 25.095975770102758, 121.62260475524086 25.095982043913054, 121.62263084843772 25.095984570678077)"
36,5155-NH-RSG-0015,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0015.pdf,"LINESTRING (121.61565265960704 25.09811621390807, 121.61565516899901 25.09811350770028, 121.61565794978797 25.098110498895444, 121.61566073057678 25.098107490090552, 121.615663624723 25.09810434991056, 121.61566651886905 25.098101209730512, 121.6156757044427 25.098091290567105, 121.6156853833274 25.098080890876794, 121.6156921780252 25.09807364035302, 121.61569919957266 25.098066154161916, 121.61570642823187 25.09805845044115, 121.61571380442736 25.098050511382247, 121.61572127863347 25.098042346218612, 121.6157250399792 25.098038155201245, 121.61572880132466 25.09803396418377, 121.61573255714788 25.098029660340384, 121.61573631297078 25.09802535649691, 121.61574003850862 25.098020944444276, 121.61574376404619 25.098016532391547, 121.6157474344003 25.098011989663277, 121.61575110475415 25.0980074469349, 121.61575471496744 25.098002773551585, 121.61575832518048 25.09799810016817, 121.61576187013767 25.097993264553367, 121.61576541509461 25.097988428938493, 121.61576893913818 25.097983376740768, 121.61577602047758 25.097972983314243, 121.61577957777338 25.09796764208545, 121.6157832225334 25.09796194840539, 121.61578686729304 25.09795625472522, 121.61579067346611 25.097950127035674, 121.6157944796388 25.097943999346043, 121.61580254288062 25.09793071291397, 121.61581118513357 25.09791624142274, 121.61582049521766 25.097900503252383, 121.61583054230528 25.097883452976102, 121.61583595413403 25.09787426267498, 121.61584204420606 25.097863904958622, 121.61585278913394 25.097845642044927, 121.6158646151654 25.097825487810635, 121.6158706214372 25.09781522523399)"
37,5155-NH-RSG-0016,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0016.pdf,"LINESTRING (121.61598372032203 25.097594718596614, 121.61599235007562 25.09759930586299, 121.61600148450408 25.097604160229636, 121.61600777709579 25.09760751955886, 121.61601006853957 25.09760875589258, 121.61601235998334 25.097609992226264, 121.61601474590519 25.09761128684887, 121.61601713182712 25.097612581471452, 121.6160269044895 25.097617948596277, 121.61603314429436 25.097621477103765)"
38,5155-NH-RSG-0017,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0017.pdf,"LINESTRING (121.61645864281083 25.096707522867593, 121.61645923766396 25.096712467684696, 121.61645934153036 25.096714399223664, 121.61645928416789 25.096716800883495, 121.61645922680546 25.096719202543333, 121.61645872063174 25.09672502764258, 121.61645778366969 25.09673193788014, 121.616455526654 25.096744491467362, 121.6164546356699 25.096748706745668, 121.61645248316599 25.096758375544432, 121.6164499672808 25.096768731973736, 121.61644714686493 25.0967796493984, 121.61644237977049 25.09679679513626, 121.61643716884997 25.096814403141316, 121.61642766536006 25.0968439412992, 121.61641691238981 25.0968749591611, 121.61640043186928 25.096919311047053, 121.616396874234 25.096928529775084, 121.61639341868249 25.096937346337256, 121.61639005061524 25.096945814961668, 121.6163883860137 25.09694997019897, 121.616385095064 25.096958000649646, 121.61638018654857 25.096969680579598, 121.61637522733082 25.096981135022574, 121.61636833370322 25.096996321512314, 121.61636087592214 25.097011699931873, 121.61635905807563 25.097015148604775)"
39,5155-NH-RSG-0018,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0018.pdf,"LINESTRING (121.6164267917732 25.096728375280158, 121.61640230953073 25.096793263759967)"
40,5155-NH-RSG-0019,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0019.pdf,"LINESTRING (121.61641246588368 25.097323665655416, 121.61647438343749 25.09733629070229, 121.61653630100344 25.097348915723035, 121.61654905913545 25.09731904677582, 121.61656181726144 25.097289177827513)"
41,5155-NH-RSG-0020,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0020.pdf,"LINESTRING (121.6165204209159 25.096682675121798, 121.6165197089305 25.096675130756577, 121.6165207611879 25.096669465889626, 121.6165213492011 25.096666123122564, 121.61652166692934 25.096664239484802, 121.6165219846576 25.096662355847023, 121.61652232094687 25.096660219350895, 121.6165226572361 25.096658082854752, 121.61652336689137 25.096653295118085, 121.61652372045192 25.096650648473794, 121.61652407401243 25.096648001829514, 121.61652477868988 25.096642221044497, 121.61652545100046 25.09663591677578, 121.61652607107094 25.096629080078106, 121.61652634991597 25.096625372966077, 121.61652637063746 25.096625097483425, 121.61654078192471 25.096624748736467, 121.61654948627104 25.09662269933491, 121.61656016057519 25.096616100710698, 121.6165715824647 25.096606348241092, 121.61658300435234 25.096596595770635, 121.61660026351105 25.09657750224156, 121.6166175226644 25.096558408710532, 121.61666417325331 25.09649792645931, 121.61667284007277 25.09648594354639)"
42,5155-NH-RSG-0021,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0021.pdf,"LINESTRING (121.61646421664067 25.09665731562125, 121.61646256833657 25.09662810748547, 121.6164634046096 25.0966225701715, 121.61646451362793 25.096615252398003, 121.616464921234 25.096609111859316, 121.61646581300243 25.096595593258915, 121.61646651367636 25.096582066778502, 121.61646717348965 25.09656853997222, 121.61646757611743 25.09655500549455, 121.61646738367041 25.09654104918539, 121.6164672088258 25.09652792334492, 121.61646713445988 25.096522976364586, 121.61646614977765 25.09651443103524, 121.61646458518024 25.096500967916707, 121.6164622951134 25.096481197297866, 121.61646246720053 25.096473992318142, 121.61646278486418 25.096460449120933, 121.61646310433089 25.09644691498574, 121.6164634235736 25.096433371819327, 121.61646357085058 25.09642715098381, 121.61646284607593 25.09641986880886, 121.61646150331188 25.09640637738107, 121.61646016143968 25.096392894911073, 121.61645870169212 25.096379422653804, 121.61645738151593 25.096371032192813, 121.6164565905358 25.096366016173974, 121.6164544727306 25.096352609308425, 121.61645222454709 25.096339230274992, 121.61644904145115 25.096326000299353, 121.61644586579544 25.096312768840498, 121.616442679806 25.09629954847851, 121.6164394080423 25.096286334900718, 121.61643595910172 25.096273159929993, 121.61643251610325 25.09625998577879, 121.61642907766364 25.09624681757005, 121.61642549900746 25.096233670489962, 121.61642176817313 25.096220558698853, 121.61641802430837 25.096207450642204, 121.61641429037407 25.09619434566606, 121.61641045559615 25.09618090100162, 121.61640702054609 25.096168086629028, 121.61640447964797 25.096158613377938, 121.61640349455156 25.096154929574013, 121.61639995868906 25.09614178158778, 121.61639850370203 25.09613632575389, 121.61639812922958 25.09613435795646)"
43,5155-NH-RSG-0023,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0023.pdf,"LINESTRING (121.6164331431098 25.096656423604557, 121.61643376435408 25.096626066056654, 121.61643397871434 25.09661544249261, 121.61643425852397 25.096601908520764, 121.61643438135765 25.096588366118908, 121.61643416415279 25.096574825176816, 121.61643415576826 25.096574281989067)"
