id,MSISID,LEVEL,URL,geometry_wkt
6927,4155-SL-GMS-0048,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0048.pdf,"LINESTRING (121.54191841282197 25.095979520731184, 121.54186480291048 25.095978003529705)"
6928,4155-SL-GMS-0047,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0047.pdf,"LINESTRING (121.54200213096216 25.0959468888504, 121.54200048661949 25.095980258521188, 121.54196519236838 25.095980387477574)"
6929,4155-SL-GGR-0012,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GGR-0012.pdf,"LINESTRING (121.54005504244644 25.09886232264096, 121.54017661950677 25.098823358393535)"
6930,4155-SL-GGR-0011,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GGR-0011.pdf,"LINESTRING (121.53934065151068 25.099252983782744, 121.53931967990954 25.099230116790874, 121.53924268506444 25.0992688920254, 121.5392380059557 25.099278063404654, 121.53922813975586 25.09928420329431)"
6931,4155-SL-GGR-0010,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GGR-0010.pdf,"LINESTRING (121.53877280373469 25.099325155655247, 121.5387269020711 25.099350248163294)"
6932,4155-SL-GGR-0009,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GGR-0009.pdf,"LINESTRING (121.53888203469471 25.09927274422919, 121.53887246465911 25.09927862129535, 121.5388225446335 25.099302324674756, 121.5388179922635 25.099305309142512)"
6933,4155-SL-GGR-0008,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GGR-0008.pdf,"LINESTRING (121.53911546927057 25.099168806342714, 121.53910225849886 25.099149709585905, 121.53906155998833 25.099172169386634)"
6934,4155-SL-GDS-0026,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0026.pdf,"LINESTRING (121.54058431097317 25.098709301521716, 121.54064140024424 25.098682078180946)"
6935,4155-SL-GDS-0025,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0025.pdf,"LINESTRING (121.53883305211686 25.09933267955787, 121.53879188915393 25.099354426323135)"
6936,4155-SL-GDS-0024,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0024.pdf,"LINESTRING (121.5389423680011 25.09924534916178, 121.53888203469471 25.09927274422919)"
6937,4155-SL-GDS-0023,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0023.pdf,"LINESTRING (121.54186480291048 25.095978003529705, 121.54183111077178 25.095977054210806)"
6938,4155-SL-GDS-0022,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0022.pdf,"LINESTRING (121.54215606022044 25.096026433249328, 121.54214252305474 25.096025710834088, 121.5421169675964 25.096023479979927, 121.54209141213892 25.09602124912134, 121.54208743724689 25.0960208549176)"
6939,4155-SL-GDS-0021,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0021.pdf,"LINESTRING (121.54208743724689 25.0960208549176, 121.54202159601356 25.096014325199466, 121.54201559948066 25.09601109535111, 121.54201381306235 25.096000029968664, 121.54201376237262 25.09598852687237, 121.54201639112709 25.09597260871673, 121.54201638209967 25.09597056012758)"
6940,4155-SL-GDS-0017,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0017.pdf,"LINESTRING (121.53972623897315 25.095793551972864, 121.53929713840473 25.09573288853086)"
6941,4155-SL-SSC-0005,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-SSC-0005.pdf,"LINESTRING (121.54163581400363 25.0958465134954, 121.54156778536725 25.09581302932908)"
6942,4155-SL-SOT-0005,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-SOT-0005.pdf,"LINESTRING (121.54176238155159 25.095905669344532, 121.54176299585352 25.095888307173237, 121.541761175192 25.095875053217735)"
6943,4155-SL-GSW-0007,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-GSW-0007.pdf,"LINESTRING (121.54179470740232 25.095937829451387, 121.54180482425976 25.09592980273914, 121.54182527526855 25.09591826401917, 121.54183365270902 25.095913537358992, 121.54186973259462 25.095900113939706)"
6944,4155-SL-GMS-0046,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0046.pdf,"LINESTRING (121.54152934672156 25.095785774209226, 121.54156216163221 25.09576393006717)"
6945,4155-SL-GMS-0045,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0045.pdf,"LINESTRING (121.54176118669749 25.09593589324892, 121.54176238155159 25.095905669344532)"
6946,4155-SL-GMS-0044,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0044.pdf,"LINESTRING (121.5416885639987 25.09587255731771, 121.5416598521361 25.095914769863107)"
6947,4155-SL-GMS-0043,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0043.pdf,"LINESTRING (121.54186973259462 25.095900113939706, 121.54187021609339 25.095899934055286, 121.54191862957306 25.095886910381545, 121.5419269257408 25.095885090036372)"
6948,4155-SL-GMS-0042,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0042.pdf,"LINESTRING (121.53948023975167 25.096396254130322, 121.53965373405248 25.096422311175644, 121.53974737783969 25.096441091720926)"
6949,4155-SL-GMS-0041,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0041.pdf,"LINESTRING (121.53931119291384 25.09569600461557, 121.53931786953606 25.09567804730037, 121.53932881179425 25.0956707392123, 121.53933339344648 25.09566767922937, 121.5393440306825 25.095667127588523, 121.53934881254192 25.09566785501034, 121.53937211009476 25.09567193196754)"
6950,4155-SL-GMS-0040,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0040.pdf,"LINESTRING (121.53935845823538 25.095717041814293, 121.53991777130413 25.095768258720568)"
6951,4155-SL-GMS-0039,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0039.pdf,"LINESTRING (121.53935216943054 25.095754873085884, 121.53952144852184 25.095773601387613)"
6952,4155-SL-GMS-0038,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0038.pdf,"LINESTRING (121.53927202420256 25.09584367875434, 121.5394488991218 25.095876171171398)"
6953,4155-SL-GMS-0037,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GMS-0037.pdf,"LINESTRING (121.53964972122799 25.09591218173532, 121.53948723898793 25.095883214281766)"
6954,4155-SL-GGR-0007,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-GGR-0007.pdf,"LINESTRING (121.54177618445095 25.095952883547962, 121.5417774559061 25.0959322855803, 121.54177909986213 25.095899002956415, 121.54177764113382 25.09589165519649)"
6955,4155-SL-GGR-0006,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GGR-0006.pdf,"LINESTRING (121.54176238155159 25.095905669344532, 121.5416885639987 25.09587255731771)"
6956,4155-SL-GGR-0005,第四類,http://210.69.23.171/MSIS/PDF/4155-SL-GGR-0005.pdf,"LINESTRING (121.54047173667699 25.096449147847927, 121.54051261610495 25.09643521271922, 121.54053587570021 25.096427283897064)"
6957,4155-SL-GDS-0019,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0019.pdf,"LINESTRING (121.5416775632125 25.09606679761933, 121.54171618180986 25.096014905712487, 121.54173343160794 25.09599283501631, 121.54175404154553 25.095972583177268)"
6958,4155-SL-GDS-0018,第五類,http://210.69.23.171/MSIS/PDF/4155-SL-GDS-0018.pdf,"LINESTRING (121.53931119291384 25.09569600461557, 121.53931445791085 25.095719743113037, 121.53974849623553 25.09577465109271)"
6959,3961-BT-GDS-0037,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GDS-0037.pdf,"LINESTRING (121.52704978671082 25.12807976039401, 121.52709572129406 25.128082422803615, 121.5271023699725 25.128101926618548, 121.52710033287401 25.12812175924873, 121.52709743549357 25.128135239259713, 121.52710044205838 25.12815182194375)"
6960,3961-BT-RCR-0017,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-RCR-0017.pdf,"LINESTRING (121.5263397073175 25.129313362786895, 121.52634986992243 25.129301256319728, 121.52637094747864 25.129302183558053, 121.52643863698206 25.12931517809252, 121.52643584631292 25.129335067556635, 121.52643834207579 25.129345845719538)"
6961,3961-BT-RCR-0016,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-RCR-0016.pdf,"LINESTRING (121.52721079847562 25.127357384788763, 121.52713966786328 25.127358026013116, 121.52710613847901 25.127362505772112, 121.52706172976815 25.127369163840104, 121.52700822033572 25.12737881542642, 121.52694568888772 25.127393626950383, 121.52689798112243 25.127396423707346, 121.52686749924374 25.12739468134538, 121.52684354913036 25.12738751704083, 121.52681265132775 25.127367413287384, 121.52674978990179 25.127328410266756, 121.52665578854348 25.127268320245154, 121.5266186378073 25.127246956701136, 121.52659738936005 25.12721996639587, 121.52656196997116 25.127174510102407)"
6962,3961-BT-RCR-0015,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-RCR-0015.pdf,"LINESTRING (121.52627614855137 25.12854294440255, 121.52627457921379 25.128521102337004, 121.52640709173866 25.128510159274516, 121.52649644665584 25.128504036877363, 121.52655400158152 25.128503371965852, 121.52661344306942 25.128510193529124, 121.52665343103826 25.12852013565073, 121.52666726544909 25.128527146345213)"
6963,3961-BT-RCR-0014,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-RCR-0014.pdf,"LINESTRING (121.52625239887712 25.128544358583216, 121.52624931469873 25.12850143281504, 121.526405123395 25.12848856593606, 121.52649540149504 25.128482380284588, 121.52655534534846 25.128481687774617, 121.52657782343108 25.12848426738458)"
6964,3961-BT-RCR-0013,第四類,http://210.69.23.171/MSIS/PDF/3961-BT-RCR-0013.pdf,"LINESTRING (121.52663836763841 25.12846840444722, 121.52666507019883 25.128470201915007)"
6965,3961-BT-GMS-0031,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0031.pdf,"LINESTRING (121.52777632749279 25.131297403694493, 121.52776665499098 25.131305631404484, 121.52774757431507 25.131317146798757, 121.52773557959836 25.131322931291788, 121.5277348243372 25.13133179942698, 121.52773345503383 25.131352397054098, 121.5277311489992 25.13137886618365, 121.52772639122465 25.131400207141784, 121.52772571430594 25.131429613580544, 121.52772983265585 25.131448711080623, 121.52773853919471 25.131471620090423, 121.5277454247801 25.131490798014205, 121.52775812007961 25.131511878199344, 121.52776969690335 25.131528845622416)"
6966,3961-BT-GMS-0030,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0030.pdf,"LINESTRING (121.52704050164327 25.131090226991365, 121.52704159977603 25.13113310521794, 121.52702145068757 25.131192714949723, 121.52701177661447 25.131215861076843, 121.52700369956688 25.13123629468025, 121.52700218244028 25.131247878210296)"
6967,3961-BT-GMS-0029,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0029.pdf,"LINESTRING (121.52717827573316 25.127376901554054, 121.52714280844842 25.127380422223748, 121.5271099530045 25.127384809306957, 121.5270661587322 25.127391374911443, 121.52701375910583 25.12740082393793, 121.52694964256727 25.127416011246435, 121.52689799880253 25.127419038669323, 121.52686277554662 25.127417033296762, 121.52683221228804 25.127407879266595, 121.52679846038156 25.12738591686964, 121.52673567851603 25.127346967728112, 121.52664150806359 25.127286760935284, 121.52660068489234 25.127257709591763, 121.52657551630821 25.12723002000419, 121.52654085591979 25.12717886436952)"
6968,3961-BT-GMS-0028,第四類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0028.pdf,"LINESTRING (121.526634600168 25.12878872999701, 121.52682900538169 25.12883808998947, 121.5268260832978 25.12884539412446)"
6969,3961-BT-GMS-0027,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0027.pdf,"LINESTRING (121.52677290365223 25.128948701275966, 121.5267816559657 25.128947686117932, 121.52678895227105 25.128935526614022, 121.52680211449622 25.128905901634443, 121.5268071387046 25.128892748620366)"
6970,3961-BT-GMS-0026,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0026.pdf,"LINESTRING (121.52711419995202 25.128339725959723, 121.52711995198473 25.128333880677747, 121.52713042541127 25.128326147366263, 121.52715627528627 25.128320823900612, 121.52716746296255 25.12832271351457)"
6971,3961-BT-GMS-0025,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0025.pdf,"LINESTRING (121.52713701756659 25.12836255774322, 121.52714782084524 25.128349573231493, 121.52711419995202 25.128339725959723, 121.52709615254291 25.128337653540125)"
6972,3961-BT-GMS-0024,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0024.pdf,"LINESTRING (121.52709615254291 25.128337653540125, 121.52704695823975 25.128332004449696)"
6973,3961-BT-GMS-0023,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0023.pdf,"LINESTRING (121.52698291104892 25.12835150490013, 121.5271329121162 25.128369523869782)"
6974,3961-BT-GMS-0022,第四類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0022.pdf,"LINESTRING (121.52666594773521 25.128459397949136, 121.52694671708281 25.128478297484957)"
6975,3961-BT-GMS-0021,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0021.pdf,"LINESTRING (121.52661344306942 25.128510193529124, 121.52664292972221 25.12850219592749, 121.52664976766593 25.128501249864062)"
6976,3961-BT-GMS-0020,第四類,http://210.69.23.171/MSIS/PDF/3961-BT-GMS-0020.pdf,"LINESTRING (121.52666507019883 25.128470201915007, 121.52697857808894 25.128491305157524)"
6977,3961-BT-GGR-0002,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GGR-0002.pdf,"LINESTRING (121.52742021499893 25.12742621834972, 121.52742006914862 25.12742573111194, 121.52740588885739 25.127405125618516, 121.5273854847975 25.12739237853521, 121.52735101433937 25.127383238516448, 121.52731108752386 25.12738053677884, 121.52725954763245 25.12738003402796)"
6978,3961-BT-GGR-0001,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GGR-0001.pdf,"LINESTRING (121.52657782343108 25.12848426738458, 121.52660930813121 25.128487880598136)"
6979,3961-BT-GDS-0038,第五類,http://210.69.23.171/MSIS/PDF/3961-BT-GDS-0038.pdf,"LINESTRING (121.52741182282242 25.127634622160716, 121.52740225830911 25.127665865832803, 121.52739687735108 25.127694485537837, 121.52738871664525 25.12772009077041, 121.52737911201973 25.127748924120056, 121.52736741654788 25.127775823899384, 121.52735464569506 25.127798227885283)"
6980,4257-SL-GDS-0019,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-GDS-0019.pdf,"LINESTRING (121.5477420018005 25.106794912744867, 121.54782961803818 25.106835358598374, 121.54786670261372 25.10678461988182, 121.54790007729207 25.106802489294722, 121.54792923280894 25.106823633382895, 121.5479499572453 25.106846280176704, 121.54797188141032 25.106873373317733, 121.54799332519207 25.106906137788496, 121.54800697817835 25.106939463696822, 121.54801459140329 25.106968018078312, 121.54801312345391 25.106992371907264, 121.5480057816819 25.10701581756345, 121.54799052830279 25.10703941884774, 121.5479714334997 25.107068739995494)"
6981,4257-SL-SOT-0008,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-SOT-0008.pdf,"LINESTRING (121.54772570716067 25.107591978412948, 121.54775228954142 25.107541509174283)"
6982,4257-SL-SOT-0007,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-SOT-0007.pdf,"LINESTRING (121.54777237210958 25.1075216898164, 121.54775504594268 25.107536275875525)"
6983,4257-SL-SOT-0006,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-SOT-0006.pdf,"LINESTRING (121.5478210424628 25.10747115868561, 121.54777237210958 25.1075216898164)"
6984,4257-SL-SOT-0005,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-SOT-0005.pdf,"LINESTRING (121.54792303238273 25.107350103633756, 121.5478210424628 25.10747115868561)"
6985,4257-SL-RSG-0012,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-RSG-0012.pdf,"LINESTRING (121.5465428686391 25.107539724668342, 121.5465522248981 25.107545582634838, 121.54657652906745 25.10755549249108, 121.54660894829934 25.107563023166083, 121.54663396994398 25.10756713695224, 121.54665135119347 25.107568085730534, 121.54668589538595 25.107567472275157, 121.54670714156555 25.10756636557172, 121.54672706547139 25.1075648017865, 121.54674355028634 25.107561261756416, 121.54676827378812 25.107557928528752, 121.54679991633158 25.1075474119872)"
6986,4257-SL-RSG-0011,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-RSG-0011.pdf,"LINESTRING (121.54770384039453 25.107854712394452, 121.54778163070425 25.107621285283134)"
6987,4257-SL-RCR-0012,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-RCR-0012.pdf,"LINESTRING (121.54670825616947 25.10589473903182, 121.54673350496662 25.10590703857376, 121.54675432613205 25.10591718172099, 121.54679371741045 25.105933370563466, 121.54686924854548 25.105953007723784, 121.54689304498696 25.10597390771809)"
6988,4257-SL-RCR-0011,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-RCR-0011.pdf,"LINESTRING (121.54636748186462 25.10582940580363, 121.54643395189433 25.105818019299555, 121.5465766195493 25.105795672945344, 121.54661672250262 25.105806042704536, 121.54662607608954 25.105864852477634, 121.54660876810436 25.10589691137013, 121.54658553523583 25.10608606056494)"
6989,4257-SL-RCR-0010,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-RCR-0010.pdf,"LINESTRING (121.54708841199461 25.107506136899225, 121.54708568058705 25.107507302555184, 121.54699625944349 25.10754832144764, 121.54694939628459 25.107585328380384, 121.5469450635313 25.107585371445445, 121.54697115125775 25.107672467245212, 121.54700495867682 25.107785336467586, 121.54702136386163 25.10784003051801, 121.54704159427472 25.107907629462662, 121.5470612921305 25.107973407125602)"
6990,4257-SL-RCR-0009,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-RCR-0009.pdf,"LINESTRING (121.54754022218499 25.10790118237087, 121.54756104085969 25.10786032119412, 121.5475979844646 25.10784782407146, 121.54767012024486 25.107869672085013)"
6991,4257-SL-RCR-0008,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-RCR-0008.pdf,"LINESTRING (121.54767012024486 25.107869672085013, 121.54767359096722 25.107857519613972, 121.54770384039453 25.107854712394452)"
6992,4257-SL-RCR-0007,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-RCR-0007.pdf,"LINESTRING (121.54776357896546 25.107615993339707, 121.5477521142466 25.107612651255913, 121.54775448844649 25.10760589915689)"
6993,4257-SL-RCR-0006,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-RCR-0006.pdf,"LINESTRING (121.54763440912554 25.1068020713145, 121.54767202425056 25.106756900936897, 121.54773313363428 25.106790818972417, 121.5477420018005 25.106794912744867)"
6994,4257-SL-GSW-0002,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GSW-0002.pdf,"LINESTRING (121.54640750406267 25.105738094083325, 121.5463850272721 25.105622529744725)"
6995,4257-SL-GSW-0001,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GSW-0001.pdf,"LINESTRING (121.54637933719977 25.10559410887933, 121.54636254408962 25.105510230298787)"
6996,4257-SL-GMS-0044,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GMS-0044.pdf,"LINESTRING (121.54819820644433 25.109259582804558, 121.54831408257142 25.109310384588333, 121.54832951309808 25.10950643261303)"
6997,4257-SL-GMS-0043,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-GMS-0043.pdf,"LINESTRING (121.54801801257636 25.109038856323806, 121.54805450643383 25.108982260607114, 121.54806707536684 25.10896110790135, 121.54808534467975 25.1089645669792, 121.54810281958123 25.108970686217077, 121.54810918525634 25.10897613252665, 121.54811528749133 25.108975626094434, 121.54814902151035 25.109018348072063, 121.54818275555296 25.10906107004137, 121.54819156698457 25.109074468538218, 121.54819452494773 25.109081059564176, 121.54819897551751 25.109098530259345, 121.54820887367205 25.10918806001423)"
6998,4257-SL-GMS-0042,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GMS-0042.pdf,"LINESTRING (121.5463850272721 25.105622529744725, 121.54637933719977 25.10559410887933)"
6999,4257-SL-GMS-0041,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GMS-0041.pdf,"LINESTRING (121.5463487374469 25.105475124035745, 121.54646081455232 25.10548268526637, 121.5464891447835 25.10548459836546)"
7000,4257-SL-GMS-0040,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GMS-0040.pdf,"LINESTRING (121.54620069949011 25.10546767593835, 121.54621975313025 25.10541102441743, 121.54622079886902 25.105391753770675)"
7001,4257-SL-GMS-0039,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GMS-0039.pdf,"LINESTRING (121.546220290671 25.10547399247289, 121.54623544605312 25.105429121442175)"
7002,4257-SL-GMS-0038,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-GMS-0038.pdf,"LINESTRING (121.54567860684465 25.106808613146676, 121.54562099022048 25.106864616668773)"
7003,4257-SL-GMS-0037,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GMS-0037.pdf,"LINESTRING (121.54669068950409 25.107696983221004, 121.5466782383744 25.107703014679796, 121.54667632918466 25.107716355995144, 121.54666133016839 25.107879736093256, 121.54665264915603 25.10791870568195, 121.5466524439923 25.107926082280517, 121.54665888004106 25.10793746989356, 121.54669030064967 25.107984118881973, 121.54669304331834 25.107994400643083, 121.54660101795753 25.108022934207423)"
7004,4257-SL-GGR-0001,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-GGR-0001.pdf,"LINESTRING (121.54699644934846 25.107943086290472, 121.54695522223054 25.10780724119878, 121.54691399520655 25.10767139609163, 121.5468911122207 25.10760928687994, 121.54686235683359 25.10761621610239)"
7005,4257-SL-GDS-0024,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-GDS-0024.pdf,"LINESTRING (121.5481835358364 25.108924313330633, 121.5481944132545 25.108915938663845, 121.5482372325491 25.108881483149464, 121.54824997057428 25.108895321344384)"
7006,4257-SL-GDS-0023,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GDS-0023.pdf,"LINESTRING (121.54824090612819 25.108874376806508, 121.54827743487648 25.108843858617725)"
7007,4257-SL-GDS-0022,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GDS-0022.pdf,"LINESTRING (121.54582097402864 25.106052926863427, 121.54580751141104 25.106117841697035, 121.54588612187203 25.106131416024954, 121.5459282108959 25.106137247687766)"
7008,4257-SL-GDS-0021,第五類,http://210.69.23.171/MSIS/PDF/4257-SL-GDS-0021.pdf,"LINESTRING (121.54668696392187 25.10769060711697, 121.54667090130874 25.10769838801607, 121.5466684399003 25.107715588198932, 121.54665346422108 25.10787871397911, 121.5466447371721 25.107917890217433, 121.5466444630758 25.107927745242854, 121.54665196293902 25.107941015115877, 121.54668288692885 25.10798692679741, 121.54668362441554 25.107989691500247, 121.5465984609837 25.108016097438753)"
7009,4257-SL-GDS-0020,第四類,http://210.69.23.171/MSIS/PDF/4257-SL-GDS-0020.pdf,"LINESTRING (121.54686235683359 25.10761621610239, 121.54675536978792 25.107641999204784, 121.54669574202632 25.107662586126004, 121.54668907191574 25.107675756764493)"
7010,4338-WS-RCR-0031,第二類,http://210.69.23.171/MSIS/PDF/4338-WS-RCR-0031.pdf,"LINESTRING (121.55205548388521 25.00428138298299, 121.55190969080171 25.00432234472094)"
7011,4359-SL-GMS-0055,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GMS-0055.pdf,"LINESTRING (121.55674212465297 25.11794832244916, 121.55677855879611 25.117915333211442, 121.55678814451434 25.117903007929264, 121.55679730368081 25.11787117424335)"
7012,4359-SL-GDS-0072,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0072.pdf,"LINESTRING (121.55576440726217 25.11676030251111, 121.55580304905392 25.11679315536567, 121.55585630158622 25.116825810008606, 121.55592902620513 25.11686154589673, 121.5559423679759 25.116868654148057)"
7013,4359-SL-GDS-0073,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0073.pdf,"LINESTRING (121.55586383570585 25.116803309810386, 121.55592092907284 25.116834318039086, 121.55600771706777 25.116878843055524, 121.55606214319127 25.116917577268854, 121.55610067711261 25.116947593939283, 121.55614757788148 25.117003470643766, 121.55616221599483 25.11701913806687)"
7014,4359-SL-GDS-0074,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0074.pdf,"LINESTRING (121.5559932008948 25.116712927804805, 121.55606987050375 25.116796112561442, 121.55620925454187 25.116906886095535, 121.55630795004403 25.116990723017015)"
7015,4359-SL-GDS-0075,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0075.pdf,"LINESTRING (121.5563360835285 25.1170123773733, 121.55635885440685 25.117026892846926, 121.55637368502978 25.117041417307686)"
7016,4359-SL-GDS-0076,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0076.pdf,"LINESTRING (121.55630742864514 25.116874946916862, 121.55633190500683 25.11690471958754, 121.5563640168393 25.116927502955573, 121.55642353326408 25.116959580625405)"
7017,4359-SL-GDS-0077,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0077.pdf,"LINESTRING (121.55604638456077 25.116680227881822, 121.55615977753926 25.116769648439504, 121.55627239983703 25.116850053018375, 121.55630455884204 25.116873252946093)"
7018,4359-SL-GDS-0078,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0078.pdf,"LINESTRING (121.55607411022517 25.116682239611816, 121.55610717457805 25.116677860105842, 121.55613152603493 25.11668345037628, 121.55617370962455 25.116725873863963, 121.55624522085681 25.11676913827998, 121.55634215821355 25.116803729084523)"
7019,4359-SL-GDS-0079,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0079.pdf,"LINESTRING (121.5563520264899 25.116812776202085, 121.55638656774612 25.116855682322303, 121.55641540148879 25.11688812884853, 121.55644578069092 25.116909687176413)"
7020,4359-SL-GDS-0080,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0080.pdf,"LINESTRING (121.55615728145554 25.116649172684234, 121.55620324739226 25.11668166156386, 121.55625453805834 25.116715730146467, 121.55630454301753 25.11673958390895, 121.55634142780899 25.116758747224615, 121.55638148839927 25.116789454373176, 121.55640087935086 25.116803763101988, 121.55644962433922 25.116823080490313, 121.55645538630034 25.11682413836113)"
7021,4359-SL-GDS-0081,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0081.pdf,"LINESTRING (121.55615502043487 25.11663291282423, 121.55621868493698 25.116600993159494, 121.55625638631525 25.11659067025193)"
7022,4359-SL-GDS-0082,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0082.pdf,"LINESTRING (121.55610848832401 25.116407758453775, 121.55619175910167 25.116534237616683, 121.55619897760592 25.11656029602928, 121.55620505337296 25.11657738100684)"
7023,4359-SL-GDS-0083,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0083.pdf,"LINESTRING (121.55604474601385 25.116414499163273, 121.55604632813453 25.116483812772923, 121.5560622211647 25.116531505244826)"
7024,4359-SL-GDS-0084,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0084.pdf,"LINESTRING (121.55602018706382 25.116370906338567, 121.55601955567894 25.11638316594798, 121.55602304679354 25.11639763136911)"
7025,4359-SL-GDS-0085,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0085.pdf,"LINESTRING (121.55600701794044 25.11653444930586, 121.55602819415039 25.11658846135003, 121.55602909570938 25.116590539056272)"
7026,4359-SL-GDS-0086,第五類,http://210.69.23.171/MSIS/PDF/4359-SL-GDS-0086.pdf,"LINESTRING (121.55596702160851 25.11639679673006, 121.55595446210495 25.116450805098097, 121.55595500027951 25.116474222599493, 121.55596909083464 25.116520733941336, 121.55602471984903 25.11662506330336)"
